"ShowId","Week","AirDate","PriorWeekMkt","Viewers"
636,1,2019-08-05,55,90000
637,1,2011-03-26,59,130000
638,1,2012-01-31,65,380000
639,1,2012-07-04,65,10000
640,1,2012-08-09,5,210000
641,1,2013-03-17,61,90000
642,1,2013-02-23,85,0
643,1,2013-03-06,98,90000
644,1,2011-04-13,53,10000
645,1,2017-05-25,79,230000
646,1,2015-07-02,3,190000
647,1,2019-09-26,67,60000
648,1,2017-04-22,80,60000
649,1,2017-02-05,61,40000
650,1,2013-09-08,72,50000
651,1,2013-05-11,58,140000
652,1,2015-06-21,44,100000
653,1,2015-07-24,84,50000
654,1,2010-08-17,7,80000
655,1,2012-08-11,30,110000
656,1,2012-11-29,80,160000
657,1,2015-09-06,27,30000
658,1,2012-08-30,43,110000
659,1,2018-11-27,14,200000
660,1,2013-01-20,30,220000
661,1,2016-11-26,26,170000
662,1,2013-10-05,64,280000
663,1,2018-03-02,49,110000
664,1,2018-02-19,59,200000
665,1,2014-11-02,99,200000
666,1,2019-04-11,82,140000
667,1,2018-04-18,88,20000
668,1,2016-07-26,58,80000
669,1,2016-11-01,82,210000
670,1,2016-08-01,47,50000
671,1,2011-12-05,48,90000
672,1,2010-03-20,64,250000
673,1,2014-04-17,89,30000
674,1,2013-12-18,14,50000
675,1,2012-11-02,37,90000
676,1,2015-05-02,46,20000
677,1,2016-11-30,36,110000
678,1,2017-08-06,34,140000
679,1,2016-07-10,93,10000
680,1,2015-09-12,79,180000
681,1,2011-04-30,9,20000
682,1,2018-11-24,6,140000
683,1,2011-03-04,83,130000
684,1,2017-11-23,8,210000
685,1,2019-07-19,76,20000
686,1,2013-05-20,82,130000
687,1,2015-08-19,36,90000
688,1,2012-02-09,72,40000
689,1,2011-10-03,8,260000
690,1,2014-02-08,91,40000
691,1,2018-09-02,95,10000
692,1,2017-10-12,81,220000
693,1,2012-05-04,14,190000
694,1,2012-06-12,27,100000
695,1,2016-08-12,52,80000
696,1,2014-11-12,68,130000
697,1,2011-12-20,43,540000
698,1,2013-01-26,39,120000
699,1,2017-07-04,79,120000
700,1,2019-04-09,58,160000
701,1,2017-12-18,82,270000
702,1,2018-08-22,89,40000
703,1,2015-02-22,54,530000
704,1,2018-10-09,74,140000
705,1,2013-11-29,54,110000
706,1,2016-03-30,26,30000
707,1,2017-02-04,85,140000
708,1,2018-08-28,43,30000
709,1,2012-01-27,79,0
710,1,2010-06-09,57,20000
711,1,2017-10-25,39,290000
712,1,2011-12-20,68,30000
713,1,2011-08-31,22,90000
714,1,2017-01-03,51,20000
715,1,2011-06-16,13,170000
716,1,2018-03-24,100,240000
717,1,2014-11-10,49,120000
718,1,2014-12-14,25,90000
719,1,2013-04-22,77,320000
720,1,2012-07-17,63,110000
721,1,2012-07-21,90,0
722,1,2016-11-20,93,150000
723,1,2018-04-26,22,240000
724,1,2012-01-04,99,130000
725,1,2012-08-04,61,20000
726,1,2011-02-20,19,0
727,1,2012-02-28,62,280000
728,1,2014-09-05,51,60000
729,1,2010-05-15,44,150000
730,1,2013-06-08,100,230000
731,1,2012-01-29,27,90000
732,1,2010-07-14,89,10000
733,1,2010-05-06,88,150000
734,1,2010-03-21,3,90000
735,1,2017-04-06,87,360000
736,1,2016-12-03,92,70000
737,1,2018-12-12,18,70000
738,1,2014-11-21,87,80000
739,1,2011-05-06,35,20000
740,1,2012-04-18,94,150000
741,1,2016-11-07,27,160000
742,1,2019-03-03,2,60000
743,1,2019-08-31,3,50000
744,1,2016-01-16,51,100000
745,1,2013-09-08,24,20000
746,1,2018-03-25,28,100000
747,1,2010-03-14,35,200000
748,1,2015-12-13,67,170000
749,1,2016-07-13,47,60000
750,1,2019-02-01,2,270000
751,1,2019-09-01,59,120000
752,1,2011-11-20,2,90000
753,1,2019-04-04,86,60000
754,1,2014-09-16,25,340000
755,1,2016-09-08,83,300000
756,1,2014-05-27,86,150000
757,1,2016-07-03,70,510000
758,1,2014-06-26,8,150000
759,1,2014-01-02,41,410000
760,1,2012-12-04,34,100000
761,1,2017-05-02,30,80000
762,1,2010-06-28,24,530000
763,1,2014-09-23,13,170000
764,1,2019-01-21,59,310000
765,1,2013-07-13,42,110000
766,1,2010-08-10,63,450000
767,1,2013-04-09,87,50000
768,1,2015-08-19,83,90000
769,1,2012-07-08,45,160000
770,1,2011-05-06,63,210000
771,1,2017-05-04,81,510000
772,1,2018-05-20,27,60000
773,1,2014-09-17,86,110000
774,1,2013-06-06,76,140000
775,1,2015-10-29,82,180000
776,1,2011-05-03,57,320000
777,1,2010-03-02,45,40000
778,1,2014-07-11,78,10000
779,1,2010-01-20,39,100000
780,1,2014-01-02,76,270000
781,1,2014-12-13,99,180000
782,1,2015-11-14,27,230000
783,1,2013-02-16,19,90000
784,1,2014-03-31,19,60000
785,1,2010-09-13,9,10000
786,1,2017-11-16,96,110000
787,1,2014-12-02,100,100000
788,1,2011-09-25,87,10000
789,1,2012-11-24,35,110000
790,1,2015-06-04,93,320000
791,1,2017-11-04,42,70000
792,1,2013-10-11,100,50000
793,1,2015-08-22,53,30000
794,1,2017-03-21,58,190000
795,1,2010-02-07,67,80000
796,1,2012-11-02,90,380000
797,1,2018-07-17,32,10000
798,1,2010-03-03,21,10000
799,1,2011-11-15,56,30000
800,1,2012-05-10,39,0
801,1,2013-02-21,78,50000
802,1,2010-08-08,96,530000
803,1,2018-02-26,36,210000
804,1,2015-02-12,46,70000
805,1,2015-01-23,25,340000
806,1,2018-08-13,57,50000
807,1,2019-09-18,8,120000
808,1,2016-03-28,74,20000
809,1,2019-08-24,12,30000
810,1,2015-09-22,43,500000
811,1,2016-01-20,73,90000
812,1,2011-09-08,2,10000
813,1,2016-06-15,42,130000
814,1,2013-05-22,21,50000
815,1,2013-08-05,50,0
816,1,2012-12-17,86,370000
817,1,2018-03-18,19,140000
818,1,2011-04-26,37,250000
819,1,2012-12-28,94,80000
820,1,2012-08-19,72,120000
821,1,2018-07-30,36,70000
822,1,2011-12-24,94,120000
823,1,2010-04-24,62,90000
824,1,2016-03-22,6,240000
825,1,2018-07-23,86,110000
826,1,2010-02-22,82,240000
827,1,2011-01-13,95,220000
828,1,2019-06-03,42,210000
829,1,2011-08-08,88,110000
830,1,2015-12-08,24,140000
831,1,2010-01-16,24,40000
832,1,2011-09-06,44,40000
833,1,2019-03-10,68,50000
834,1,2016-03-18,69,240000
835,1,2010-05-13,7,80000
836,1,2011-03-22,100,50000
837,1,2018-03-09,89,100000
838,1,2019-07-26,60,110000
839,1,2010-05-11,51,10000
840,1,2013-11-14,64,40000
841,1,2010-08-23,91,130000
842,1,2010-07-25,69,180000
843,1,2019-02-24,83,40000
844,1,2019-04-23,87,100000
845,1,2014-06-25,22,170000
846,1,2010-12-04,93,390000
847,1,2013-10-03,12,130000
848,1,2016-06-29,51,70000
849,1,2012-02-09,4,240000
850,1,2011-01-13,16,50000
851,1,2015-02-07,30,100000
852,1,2015-02-17,32,390000
853,1,2018-05-05,13,20000
854,1,2018-08-24,40,140000
855,1,2016-08-15,82,10000
856,1,2012-07-18,35,220000
857,1,2016-05-27,20,250000
858,1,2013-10-19,53,10000
859,1,2011-01-01,34,60000
860,1,2017-06-08,20,150000
861,1,2015-07-28,72,0
862,1,2019-01-30,61,250000
863,1,2018-07-04,54,100000
864,1,2019-08-08,89,70000
865,1,2012-10-13,11,120000
866,1,2014-06-21,13,10000
867,1,2010-07-13,65,450000
868,1,2017-07-12,57,330000
869,1,2019-04-14,95,130000
870,1,2010-10-25,38,120000
871,1,2015-07-04,3,20000
872,1,2016-01-25,27,340000
873,1,2016-08-14,40,210000
