Date,RentedBikeCount,Forecast,Temperature,Humidity,WindSpeed,RainfallNo0s,Season,RainfallCorrected,Weekday,HighBikeCount,RainfallTransform
2018-04-27,170,Normal,9.9,69,1.1,,Spring,0.0,Friday,False,
2018-02-07,200,Normal,-7.8,50,1.7,,Winter,0.0,Wednesday,False,
2018-06-19,1381,Silver,22.4,62,0.9,,Summer,0.0,Tuesday,True,
2018-10-27,233,Normal,8.8,61,2.8,,Fall,0.0,Saturday,False,
2018-09-27,1120,Silver,17.7,48,1.5,,Fall,0.0,Thursday,True,
2018-06-08,1256,Normal,23.1,56,1.6,,Summer,0.0,Friday,True,
2018-04-11,0,Normal,8.8,85,1.1,,Spring,0.0,Wednesday,False,
2018-06-05,742,Normal,20.0,67,0.7,,Summer,0.0,Tuesday,True,
2018-01-15,321,Normal,2.6999999999999993,58,1.3,,Winter,0.0,Monday,False,
2018-04-25,148,Normal,6.0,63,0.5,,Spring,0.0,Wednesday,False,
2018-08-29,193,Normal,27.0,76,3.8,,Summer,0.0,Wednesday,False,
2018-05-03,794,Normal,14.7,45,3.0,,Spring,0.0,Thursday,True,
2018-04-28,152,Normal,10.9,81,1.7,,Spring,0.0,Saturday,False,
2018-07-20,928,Normal,34.3,45,2.3,,Summer,0.0,Friday,True,
2018-07-28,671,Normal,30.6,74,1.4,,Summer,0.0,Saturday,True,
2018-03-23,690,Normal,9.3,37,2.3,,Spring,0.0,Friday,True,
2018-11-06,0,Normal,16.6,55,1.3,,Fall,0.0,Tuesday,False,
2018-10-28,74,Normal,6.8,89,1.4,,Fall,0.0,Sunday,False,
2018-11-16,907,Normal,6.8,73,2.3,,Fall,0.0,Friday,True,
2018-09-19,0,Normal,19.3,73,0.9,,Fall,0.0,Wednesday,False,
2017-12-04,311,Normal,-2.0999999999999996,40,4.5,,Winter,0.0,Monday,False,
2018-01-11,177,Normal,-12.6,49,1.8,,Winter,0.0,Thursday,False,
2018-07-01,25,Normal,22.4,96,0.4,1.5,Summer,1.5,Sunday,False,0.4054651081081644
2018-10-05,23,Normal,16.2,92,2.6,1.5,Fall,1.5,Friday,False,0.4054651081081644
2018-05-07,600,Normal,14.8,80,0.3,,Spring,0.0,Monday,True,
2018-05-04,2041,Silver,11.3,46,1.2,,Spring,0.0,Friday,True,
2018-09-25,1042,Silver,17.4,49,1.2,,Fall,0.0,Tuesday,True,
2018-02-25,232,Normal,11.3,49,2.8,,Winter,0.0,Sunday,False,
2018-06-15,1118,Silver,22.9,57,1.4,,Summer,0.0,Friday,True,
2018-04-17,237,Normal,8.4,45,0.9,,Spring,0.0,Tuesday,False,
2018-01-19,349,Normal,3.6999999999999993,24,3.6,,Winter,0.0,Friday,False,
2018-08-05,1524,Normal,30.0,72,3.5,,Summer,0.0,Sunday,True,
2018-02-20,177,Normal,10.0,75,2.3,,Winter,0.0,Tuesday,False,
2018-07-15,402,Normal,25.2,80,0.2,,Summer,0.0,Sunday,False,
2018-11-19,1019,Silver,5.8,44,2.2,,Fall,0.0,Monday,True,
2018-07-05,267,Normal,23.5,80,0.4,,Summer,0.0,Thursday,False,
2018-04-05,75,Normal,7.6,96,1.5,1.5,Spring,1.5,Thursday,False,0.4054651081081644
2018-10-09,0,Normal,11.4,65,1.1,,Fall,0.0,Tuesday,False,
2018-05-10,0,Normal,20.7,46,2.9,,Spring,0.0,Thursday,False,
2018-08-29,128,Normal,24.6,86,4.0,,Summer,0.0,Wednesday,False,
2018-04-12,952,Normal,11.5,43,1.7,,Spring,0.0,Thursday,True,
2018-11-02,369,Normal,6.1,68,0.5,,Fall,0.0,Friday,False,
2018-11-19,839,Normal,11.1,35,1.9,,Fall,0.0,Monday,True,
2018-10-08,943,Silver,15.0,44,0.5,,Fall,0.0,Monday,True,
2018-05-27,555,Normal,19.0,62,1.8,,Spring,0.0,Sunday,True,
2018-05-31,2164,Gold,23.1,58,2.9,,Spring,0.0,Thursday,True,
2018-05-09,1333,Silver,10.0,59,1.1,,Spring,0.0,Wednesday,True,
2018-07-25,783,Normal,32.3,56,3.0,,Summer,0.0,Wednesday,True,
2018-07-26,1823,Silver,28.3,72,0.8,,Summer,0.0,Thursday,True,
2018-08-09,1654,Silver,27.8,82,0.3,,Summer,0.0,Thursday,True,
2018-09-21,78,Normal,18.4,96,2.0,1.0,Fall,1.0,Friday,False,0.0
2018-10-28,531,Normal,6.9,55,1.8,,Fall,0.0,Sunday,True,
2018-07-01,17,Normal,21.8,97,0.6,3.5,Summer,3.5,Sunday,False,1.252762968495368
2018-11-30,116,Normal,-0.5,71,0.4,,Fall,0.0,Friday,False,
2018-05-14,241,Normal,12.1,94,1.6,,Spring,0.0,Monday,False,
2018-08-03,763,Silver,36.7,44,3.5,,Summer,0.0,Friday,True,
2018-03-17,933,Normal,10.0,38,1.5,,Spring,0.0,Saturday,True,
2018-03-28,588,Normal,15.6,60,3.7,,Spring,0.0,Wednesday,True,
2018-04-28,230,Normal,10.6,84,1.1,,Spring,0.0,Saturday,False,
2018-05-13,220,Normal,13.7,98,1.6,,Spring,0.0,Sunday,False,
2018-04-07,225,Normal,2.6,67,2.7,,Spring,0.0,Saturday,False,
2017-12-11,254,Normal,-10.3,49,3.8,,Winter,0.0,Monday,False,
2018-03-08,594,Normal,19.5,56,3.1,,Spring,0.0,Thursday,True,
2018-01-29,450,Normal,-12.5,38,1.0,,Winter,0.0,Monday,False,
2018-09-30,0,Normal,17.5,66,0.5,,Fall,0.0,Sunday,False,
2018-02-02,225,Normal,-3.0,61,1.7,,Winter,0.0,Friday,False,
2018-06-06,1674,Silver,27.6,49,3.7,,Summer,0.0,Wednesday,True,
2018-08-30,1473,Silver,26.8,73,2.6,,Summer,0.0,Thursday,True,
2018-01-20,377,Normal,4.699999999999999,53,1.8,,Winter,0.0,Saturday,False,
2018-06-10,2333,Gold,24.8,51,1.6,,Summer,0.0,Sunday,True,
2018-02-03,229,Normal,-6.8,38,3.7,,Winter,0.0,Saturday,False,
2018-03-26,492,Normal,14.6,53,2.5,,Spring,0.0,Monday,False,
2017-12-03,385,Normal,3.6999999999999993,87,1.2,,Winter,0.0,Sunday,False,
2018-11-11,189,Normal,6.9,82,0.5,,Fall,0.0,Sunday,False,
2018-05-31,1277,Normal,18.8,59,1.6,,Spring,0.0,Thursday,True,
2018-08-22,782,Normal,24.6,79,0.6,,Summer,0.0,Wednesday,True,
2017-12-13,240,Normal,-5.9,26,3.1,,Winter,0.0,Wednesday,False,
2018-09-24,141,Normal,14.9,68,0.9,,Fall,0.0,Monday,False,
2018-01-24,32,Normal,-16.2,30,3.4,,Winter,0.0,Wednesday,False,
2018-07-05,1112,Silver,24.2,84,0.9,,Summer,0.0,Thursday,True,
2018-08-04,690,Normal,34.7,48,3.6,,Summer,0.0,Saturday,True,
2018-08-22,289,Normal,23.4,82,0.4,,Summer,0.0,Wednesday,False,
2018-04-06,545,Normal,6.8,50,4.1,,Spring,0.0,Friday,True,
2017-12-18,32,Normal,-6.3,76,1.0,0.3,Winter,0.3,Monday,False,-1.2039728043259361
2018-10-05,282,Normal,17.7,56,1.3,,Fall,0.0,Friday,False,
2018-07-19,672,Normal,23.3,83,0.2,,Summer,0.0,Thursday,True,
2018-03-18,460,Normal,7.2,53,1.6,,Spring,0.0,Sunday,False,
2018-10-11,541,Normal,7.3,59,0.1,,Fall,0.0,Thursday,True,
2018-01-22,316,Normal,-1.4000000000000004,34,1.0,,Winter,0.0,Monday,False,
2018-09-18,0,Normal,19.3,71,0.4,,Fall,0.0,Tuesday,False,
2017-12-16,159,Normal,-8.1,39,3.2,,Winter,0.0,Saturday,False,
2018-07-14,1039,Silver,30.2,58,2.3,,Summer,0.0,Saturday,True,
2018-02-23,243,Normal,15.5,80,2.7,,Winter,0.0,Friday,False,
2018-06-22,2103,Silver,23.3,32,1.1,,Summer,0.0,Friday,True,
2017-12-22,196,Normal,-2.6999999999999993,79,0.5,,Winter,0.0,Friday,False,
2018-05-05,392,Normal,11.6,53,1.1,,Spring,0.0,Saturday,False,
2018-07-30,688,Normal,34.7,43,1.3,,Summer,0.0,Monday,True,
2018-05-20,2403,Silver,22.2,22,1.8,,Spring,0.0,Sunday,True,
2018-05-12,50,Normal,15.8,98,1.6,1.0,Spring,1.0,Saturday,False,0.0
2018-07-09,554,Normal,23.7,64,0.8,,Summer,0.0,Monday,True,
2018-06-04,742,Normal,18.9,53,0.3,,Summer,0.0,Monday,True,
2018-06-10,375,Normal,19.7,71,1.2,0.5,Summer,0.5,Sunday,False,-0.6931471805599453
2018-03-11,212,Normal,12.8,82,1.2,,Spring,0.0,Sunday,False,
2018-05-07,895,Normal,17.5,63,0.6,,Spring,0.0,Monday,True,
2018-08-22,1807,Silver,33.1,46,2.7,,Summer,0.0,Wednesday,True,
2018-09-26,335,Normal,16.3,62,2.0,,Fall,0.0,Wednesday,False,
2018-01-30,53,Normal,-3.4000000000000004,85,0.3,,Winter,0.0,Tuesday,False,
2017-12-23,340,Normal,5.600000000000001,73,0.4,,Winter,0.0,Saturday,False,
2018-09-02,388,Normal,20.2,65,1.4,,Fall,0.0,Sunday,False,
2018-02-12,244,Normal,-5.7,55,1.7,,Winter,0.0,Monday,False,
2018-04-24,725,Normal,9.6,44,0.7,,Spring,0.0,Tuesday,True,
2018-10-24,1904,Silver,17.0,47,2.2,,Fall,0.0,Wednesday,True,
2018-07-23,655,Normal,34.1,47,2.3,,Summer,0.0,Monday,True,
2018-06-28,826,Silver,25.3,70,0.6,,Summer,0.0,Thursday,True,
2018-07-04,2637,Gold,28.2,64,2.8,,Summer,0.0,Wednesday,True,
2018-07-24,1820,Silver,29.9,59,0.8,,Summer,0.0,Tuesday,True,
2018-04-24,262,Normal,9.6,87,2.0,,Spring,0.0,Tuesday,False,
2018-06-30,468,Normal,22.5,86,0.6,,Summer,0.0,Saturday,False,
2018-07-01,9,Normal,21.1,97,1.2,7.5,Summer,7.5,Sunday,False,2.0149030205422647
2018-02-22,730,Normal,13.9,56,4.0,,Winter,0.0,Thursday,True,
2018-04-14,586,Normal,8.8,77,3.2,,Spring,0.0,Saturday,True,
2018-04-24,35,Normal,9.6,94,1.3,2.4,Spring,2.4,Tuesday,False,0.8754687373538999
2018-03-10,208,Normal,10.9,78,1.1,,Spring,0.0,Saturday,False,
2018-11-14,1239,Normal,9.8,52,0.5,,Fall,0.0,Wednesday,True,
2018-02-15,134,Normal,-2.0999999999999996,32,2.4,,Winter,0.0,Thursday,False,
2018-11-25,777,Normal,9.2,52,1.3,,Fall,0.0,Sunday,True,
2018-07-17,497,Normal,25.3,78,1.0,,Summer,0.0,Tuesday,False,
2018-11-16,171,Normal,7.1,64,0.6,,Fall,0.0,Friday,False,
2018-03-02,631,Normal,14.3,21,2.5,,Spring,0.0,Friday,True,
2017-12-10,9,Normal,-1.5,90,0.9,2.5,Winter,2.5,Sunday,False,0.9162907318741551
2018-10-05,23,Normal,16.6,90,1.7,2.0,Fall,2.0,Friday,False,0.6931471805599453
2018-07-02,153,Normal,21.7,97,0.5,8.0,Summer,8.0,Monday,False,2.0794415416798357
2018-04-04,928,Normal,15.3,54,2.1,,Spring,0.0,Wednesday,True,
2018-11-02,403,Normal,4.5,77,1.0,,Fall,0.0,Friday,False,
2018-09-11,1868,Silver,21.6,52,1.9,,Fall,0.0,Tuesday,True,
2018-11-24,330,Normal,3.7,78,2.0,,Fall,0.0,Saturday,False,
2018-02-02,138,Normal,-5.9,56,1.1,,Winter,0.0,Friday,False,
2018-08-06,1537,Silver,31.3,65,2.0,,Summer,0.0,Monday,True,
2018-05-08,2241,Gold,17.9,42,2.1,,Spring,0.0,Tuesday,True,
2017-12-16,195,Normal,-8.2,47,2.8,,Winter,0.0,Saturday,False,
2018-07-09,670,Normal,20.7,73,0.8,0.2,Summer,0.2,Monday,True,-1.6094379124341003
2018-10-26,556,Normal,12.6,63,0.8,,Fall,0.0,Friday,True,
2018-07-24,610,Normal,32.4,54,0.9,,Summer,0.0,Tuesday,True,
2018-06-28,596,Normal,20.6,97,0.7,,Summer,,Thursday,True,
2018-05-25,1630,Silver,18.3,54,1.7,,Spring,0.0,Friday,True,
2018-02-16,210,Normal,1.5,48,4.2,,Winter,0.0,Friday,False,
2018-11-20,369,Normal,0.7,50,1.0,,Fall,0.0,Tuesday,False,
2018-10-13,1995,Silver,18.7,33,1.1,,Fall,0.0,Saturday,True,
2018-11-05,1464,Silver,12.7,75,2.0,,Fall,0.0,Monday,True,
2018-08-21,2057,Silver,26.8,72,0.4,,Summer,0.0,Tuesday,True,
2018-02-24,259,Normal,10.8,60,2.9,,Winter,0.0,Saturday,False,
2017-12-25,115,Normal,-2.8000000000000007,53,4.1,,Winter,0.0,Monday,False,
2018-08-02,578,Normal,30.4,54,1.3,,Summer,0.0,Thursday,True,
2018-10-23,2415,Gold,14.5,71,2.1,,Fall,0.0,Tuesday,True,
2018-09-03,110,Normal,21.6,97,0.5,0.5,Fall,0.5,Monday,False,-0.6931471805599453
2018-05-03,1663,Silver,13.3,49,3.6,,Spring,0.0,Thursday,True,
2018-10-08,1838,Silver,15.5,45,2.2,,Fall,0.0,Monday,True,
2018-01-26,41,Normal,-16.9,34,2.9,,Winter,0.0,Friday,False,
2018-01-21,170,Normal,-1.4000000000000004,32,0.6,,Winter,0.0,Sunday,False,
2018-02-28,419,Normal,16.2,55,2.4,,Winter,0.0,Wednesday,False,
2018-02-02,115,Normal,-8.0,62,1.3,,Winter,0.0,Friday,False,
2018-11-26,1524,Silver,2.0,84,1.1,,Fall,0.0,Monday,True,
2018-03-01,11,Normal,12.2,97,2.9,,Spring,0.0,Thursday,False,
2018-05-01,1536,Silver,23.0,64,2.8,,Spring,0.0,Tuesday,True,
2018-10-27,1076,Normal,10.4,41,4.9,,Fall,0.0,Saturday,True,
2018-11-06,0,Normal,8.7,77,0.7,,Fall,0.0,Tuesday,False,
2018-05-21,2167,Normal,18.4,59,2.6,,Spring,0.0,Monday,True,
2018-05-04,224,Normal,9.6,66,0.9,,Spring,0.0,Friday,False,
2018-05-15,372,Normal,17.1,74,0.4,,Spring,0.0,Tuesday,False,
2018-01-25,22,Normal,-16.9,37,2.4,,Winter,0.0,Thursday,False,
2018-08-07,1826,Silver,30.3,69,2.2,,Summer,0.0,Tuesday,True,
2018-01-31,214,Normal,-1.5,30,2.3,,Winter,0.0,Wednesday,False,
2018-06-09,1890,Silver,29.6,40,2.5,,Summer,0.0,Saturday,True,
2018-05-23,25,Normal,15.3,97,3.2,3.0,Spring,3.0,Wednesday,False,1.0986122886681098
2018-11-22,1101,Silver,4.9,41,3.3,,Fall,0.0,Thursday,True,
2018-10-16,1108,Normal,19.4,31,2.0,,Fall,0.0,Tuesday,True,
2018-10-11,792,Normal,10.2,44,2.3,,Fall,0.0,Thursday,True,
2018-10-08,1238,Normal,19.2,31,0.5,,Fall,0.0,Monday,True,
2018-09-23,1591,Silver,24.1,41,2.4,,Fall,0.0,Sunday,True,
2018-06-20,1030,Normal,19.7,71,2.0,,Summer,0.0,Wednesday,True,
2018-08-22,1117,Normal,31.2,50,1.8,,Summer,0.0,Wednesday,True,
2018-04-11,0,Normal,14.9,44,4.0,,Spring,0.0,Wednesday,False,
2018-04-22,247,Normal,16.9,45,0.9,,Spring,0.0,Sunday,False,
2018-02-07,223,Normal,-7.3,48,2.2,,Winter,0.0,Wednesday,False,
2018-01-19,381,Normal,4.4,25,2.4,,Winter,0.0,Friday,False,
2018-07-04,1191,Silver,27.4,68,0.5,,Summer,0.0,Wednesday,True,
2018-06-29,3113,Gold,28.1,60,1.9,,Summer,0.0,Friday,True,
2018-10-14,1029,Silver,13.5,71,1.7,,Fall,0.0,Sunday,True,
2018-11-01,1115,Silver,8.3,61,0.2,,Fall,0.0,Thursday,True,
2018-05-12,18,Normal,12.0,96,1.0,3.5,Spring,3.5,Saturday,False,1.252762968495368
2018-08-09,1591,Silver,27.9,78,0.6,,Summer,0.0,Thursday,True,
2018-06-14,1047,Normal,21.1,69,0.5,,Summer,0.0,Thursday,True,
2017-12-01,484,Normal,0.1999999999999993,54,4.2,,Winter,0.0,Friday,False,
2018-04-13,973,Normal,19.0,15,1.4,,Spring,0.0,Friday,True,
2018-08-19,1016,Normal,27.5,60,0.3,,Summer,0.0,Sunday,True,
2017-12-01,78,Normal,-7.0,36,2.3,,Winter,0.0,Friday,False,
2018-05-26,992,Silver,20.6,43,1.1,,Spring,0.0,Saturday,True,
2018-10-22,1904,Silver,18.9,35,1.7,,Fall,0.0,Monday,True,
2018-10-03,762,Normal,11.8,73,1.0,,Fall,0.0,Wednesday,True,
2018-07-12,2115,Gold,26.3,81,0.8,,Summer,0.0,Thursday,True,
2017-12-05,334,Normal,-4.9,25,0.0,,Winter,0.0,Tuesday,False,
2018-10-30,182,Normal,1.7,59,0.5,,Fall,0.0,Tuesday,False,
2018-05-04,352,Normal,9.6,65,1.5,,Spring,0.0,Friday,False,
2018-06-24,1062,Normal,30.6,31,2.7,,Summer,0.0,Sunday,True,
2018-07-31,1865,Silver,34.9,47,2.4,,Summer,0.0,Tuesday,True,
2018-07-20,822,Silver,32.6,51,2.1,,Summer,0.0,Friday,True,
2018-02-28,305,Normal,17.6,48,2.6,,Winter,0.0,Wednesday,False,
2018-09-11,1240,Silver,20.9,53,1.8,,Fall,0.0,Tuesday,True,
2018-07-10,1352,Silver,25.1,86,0.3,,Summer,0.0,Tuesday,True,
2018-01-21,389,Normal,4.4,20,2.2,,Winter,0.0,Sunday,False,
2018-03-28,337,Normal,11.6,74,1.2,,Spring,0.0,Wednesday,False,
2018-03-26,93,Normal,5.4,95,1.5,,Spring,0.0,Monday,False,
2018-09-19,0,Normal,19.0,74,0.8,,Fall,0.0,Wednesday,False,
2017-12-19,199,Normal,-6.3,48,2.6,,Winter,0.0,Tuesday,False,
2018-10-16,253,Normal,11.5,61,1.4,,Fall,0.0,Tuesday,False,
2018-07-09,575,Normal,21.1,72,1.0,,Summer,0.0,Monday,True,
2018-02-10,41,Normal,0.8000000000000007,75,2.0,,Winter,0.0,Saturday,False,
2018-01-16,409,Normal,3.5999999999999996,57,1.0,,Winter,0.0,Tuesday,False,
2018-08-11,830,Silver,34.1,45,1.5,,Summer,0.0,Saturday,True,
2018-01-06,176,Normal,-6.5,56,1.4,,Winter,0.0,Saturday,False,
2018-11-28,675,Normal,10.3,14,1.1,,Fall,0.0,Wednesday,True,
2018-05-29,477,Normal,22.3,71,2.5,,Spring,0.0,Tuesday,False,
2018-05-06,1639,Silver,19.0,70,0.7,,Spring,0.0,Sunday,True,
2018-11-25,813,Silver,9.0,59,0.7,,Fall,0.0,Sunday,True,
2018-08-02,549,Normal,34.4,46,2.0,,Summer,0.0,Thursday,True,
2018-02-15,273,Normal,2.1999999999999993,16,3.0,,Winter,0.0,Thursday,False,
2018-02-11,150,Normal,-5.6,56,3.6,,Winter,0.0,Sunday,False,
2018-04-01,96,Normal,12.3,65,0.5,,Spring,0.0,Sunday,False,
2018-09-10,1463,Silver,18.9,63,1.8,,Fall,0.0,Monday,True,
2018-11-26,794,Normal,13.2,43,1.1,,Fall,0.0,Monday,True,
2018-03-25,1031,Silver,16.5,39,3.1,,Spring,0.0,Sunday,True,
2018-09-29,513,Silver,14.7,76,0.8,,Fall,0.0,Saturday,True,
2018-03-26,662,Normal,10.7,58,1.4,,Spring,0.0,Monday,True,
2017-12-20,56,Normal,-9.3,67,0.9,,Winter,0.0,Wednesday,False,
2018-06-13,421,Normal,18.7,74,0.9,,Summer,0.0,Wednesday,False,
2018-03-25,502,Normal,10.7,70,2.8,,Spring,0.0,Sunday,False,
2018-06-09,1029,Normal,19.7,81,0.6,,Summer,0.0,Saturday,True,
2018-11-29,748,Normal,5.8,39,2.6,,Fall,0.0,Thursday,True,
2018-01-08,149,Normal,-0.09999999999999964,42,1.1,,Winter,0.0,Monday,False,
2018-11-14,1001,Silver,16.1,32,1.4,,Fall,0.0,Wednesday,True,
2017-12-07,390,Normal,3.4000000000000004,36,2.7,,Winter,0.0,Thursday,False,
2018-10-24,884,Normal,11.0,74,0.1,,Fall,0.0,Wednesday,True,
2018-06-25,585,Normal,22.5,80,1.1,,Summer,0.0,Monday,True,
2018-10-01,1106,Silver,14.9,50,3.4,,Fall,0.0,Monday,True,
2018-08-14,1972,Silver,32.7,56,2.2,,Summer,0.0,Tuesday,True,
2018-01-09,166,Normal,-5.2,67,1.6,,Winter,0.0,Tuesday,False,
2018-01-13,215,Normal,-2.8000000000000007,62,0.7,,Winter,0.0,Saturday,False,
2018-10-09,0,Normal,19.2,39,1.0,,Fall,0.0,Tuesday,False,
2018-03-01,28,Normal,11.6,97,1.1,,Spring,0.0,Thursday,False,
2018-09-10,332,Normal,20.0,59,1.5,,Fall,0.0,Monday,False,
2018-10-25,2632,Gold,17.3,39,1.3,,Fall,0.0,Thursday,True,
2018-01-22,43,Normal,0.3000000000000007,93,1.2,,Winter,0.0,Monday,False,
2018-07-30,1202,Silver,31.7,52,1.2,,Summer,0.0,Monday,True,
2018-04-10,75,Normal,15.8,83,5.4,1.5,Spring,1.5,Tuesday,False,0.4054651081081644
2018-07-19,591,Normal,24.8,80,1.5,,Summer,0.0,Thursday,True,
2018-06-24,763,Normal,25.0,60,1.5,,Summer,0.0,Sunday,True,
2018-05-20,1313,Silver,18.8,31,1.2,,Spring,0.0,Sunday,True,
2018-08-04,953,Normal,30.0,61,1.7,,Summer,0.0,Saturday,True,
2018-09-03,264,Normal,23.9,70,1.5,,Fall,0.0,Monday,False,
2017-12-16,296,Normal,-4.7,23,4.0,,Winter,0.0,Saturday,False,
2018-03-10,328,Normal,12.1,74,1.4,,Spring,0.0,Saturday,False,
2018-07-07,1399,Normal,27.5,43,2.0,,Summer,0.0,Saturday,True,
2018-03-10,470,Normal,15.0,73,2.2,,Spring,0.0,Saturday,False,
2017-12-14,621,Normal,-11.4,54,1.1,,Winter,0.0,Thursday,True,
2018-08-08,1266,Silver,35.0,37,2.6,,Summer,0.0,Wednesday,True,
2018-08-09,659,Normal,30.8,63,2.4,,Summer,0.0,Thursday,True,
2018-01-31,273,Normal,-4.6,83,1.7,,Winter,0.0,Wednesday,False,
2018-03-01,458,Normal,11.6,35,4.5,,Spring,0.0,Thursday,False,
2018-07-21,1011,Silver,36.3,36,3.1,,Summer,0.0,Saturday,True,
2018-03-20,522,Normal,9.0,33,3.1,,Spring,0.0,Tuesday,True,
2018-09-05,220,Normal,19.9,81,0.2,,Fall,0.0,Wednesday,False,
2018-03-20,677,Normal,3.8,44,4.1,,Spring,0.0,Tuesday,True,
2017-12-14,612,Normal,-4.5,35,1.1,,Winter,0.0,Thursday,True,
2018-11-11,810,Normal,10.1,58,0.9,,Fall,0.0,Sunday,True,
2018-04-19,930,Silver,19.2,17,2.2,,Spring,0.0,Thursday,True,
2018-03-19,382,Normal,6.9,44,3.3,,Spring,0.0,Monday,False,
2017-12-27,55,Normal,-10.1,33,2.3,,Winter,0.0,Wednesday,False,
