weight,trans,disp,mpg,likes
3215.074004525267,auto,320.16058695799177,29.14526852738257,36
3752.492743749375,auto,377.3196857455078,17.08388524542859,2
2992.4849439688032,manual,296.30077856793366,36.56191059424777,637
3095.5751121553376,auto,305.4951098800169,26.603278885632363,28
3355.994235841682,auto,328.9799529673882,30.417618461868653,47
2984.699592400202,auto,291.9431188954388,29.062480806389175,49
3048.384506813049,auto,306.5571287595856,27.727262158706186,32
2656.43111447315,manual,266.4276655600319,34.164568277224646,441
3068.4434700980905,auto,308.30464002951163,33.775863604248016,109
2901.333437313929,auto,289.398762961106,27.557577103208548,35
3092.412065518388,manual,307.7013551844653,31.199451228544184,215
3299.0133385833283,auto,327.80085566275017,30.596940454435135,49
3225.8909112093784,manual,325.7199860294465,28.62974425904499,116
3320.7633863662577,manual,330.4796620889977,33.324561758825055,295
2971.056647007791,auto,302.18682609222293,26.826130266003368,27
3329.537769102024,auto,335.60149258048875,26.38218135101252,20
3395.4498009776994,auto,341.18336312925555,25.346062284568937,15
2949.82958562757,auto,298.85617852068634,28.889874433854693,43
2892.54865361494,auto,289.56249654166186,26.57532656103319,28
3749.09878922622,auto,374.83781557166384,24.679889998892246,11
3953.4427503109614,auto,395.2189403007722,22.862858365634573,6
3187.66967455574,manual,317.0499279408752,29.60183062492319,136
3236.0461087498675,manual,323.74729107714626,32.463649190612195,238
3265.715898700214,manual,329.9296453465692,29.738814608722876,142
2954.504828562532,auto,297.7375488947712,28.14003458691668,39
3539.0818730492515,auto,351.6520756895167,23.063209907683763,10
3734.178012638528,auto,374.2961017096013,24.936038823661974,11
3803.688788945913,auto,376.99094624462134,24.7817916350486,10
3433.713947968381,auto,346.0848220301394,25.133636195030725,13
3111.41903574881,auto,313.9250302360457,27.15858138037482,28
3094.393924450744,auto,312.84483601074135,23.6781400502404,14
2799.039809057153,auto,278.44679014917216,27.309299504637814,36
3433.278616259447,auto,345.7355453505363,24.915797935653487,14
3234.795700991716,manual,326.081412770631,26.909934622679202,81
3118.870712565545,manual,313.9611561187853,36.45893734308096,567
3347.203529469285,auto,332.57721154866886,23.221805057167035,11
3436.17380608438,auto,352.0231839143415,29.968458791460726,36
3401.845158889744,manual,336.42058133397336,33.06284173870961,273
3493.5301673387753,manual,348.64893438630975,29.19750052554482,119
3321.921114228069,manual,336.10119762343743,29.275231554888272,118
3204.3045047788105,manual,320.85690658500977,34.538964235673,393
2929.9123549261794,auto,294.138220429148,30.28339974430144,64
3354.062002444034,manual,343.4069374380869,30.98546282495949,171
3419.5069084455895,auto,343.0537863360458,30.68836946631435,48
3383.6791721805207,auto,335.84873593229486,26.6361541247552,21
3331.331024008955,auto,334.0618516425782,31.071712716327234,51
3055.7541177047174,auto,304.47810241854006,31.86965969512589,75
3048.0425075574526,auto,303.8612767991632,27.39775521516799,31
3227.8877647699014,manual,318.37839907918493,31.210684228583347,192
3283.5165308313353,auto,325.62553951754944,24.013015033104402,13
3169.440545275429,auto,319.30439199366646,30.66670864717289,54
2587.7705589277325,auto,259.9264489077165,29.064077692876275,62
3047.7897888284597,auto,307.10813134175095,29.800484729169323,49
2511.714546508484,auto,246.8879318460261,29.87938358151534,81
3088.377632739496,auto,313.43309640764204,28.518243761825012,34
3029.3321185497666,manual,297.78576946923243,34.81060431009402,475
2679.8942126161865,auto,268.98647203391715,24.657692763104485,24
2667.440928450548,auto,263.3563427145205,33.46720382524606,148
3456.5128592123183,auto,351.74077438439934,21.65212661817678,7
2436.981171210091,auto,243.81540347351446,33.39527009936955,161
3484.0532182637203,auto,348.9077388492929,23.030852481882857,9
2968.587275051447,auto,297.09655703606387,30.56477794169718,66
3068.754670852911,auto,306.8858950648837,32.05701056886021,76
3047.2151837661017,auto,302.7321691459632,25.16884859304374,19
2872.4754080251214,manual,282.8813974562627,35.68825394231997,520
3376.614511494972,auto,339.7323221893932,29.797297102575214,39
3122.256028306686,auto,308.8292393418413,32.363812589598844,83
3610.267060879983,auto,363.4389358299823,27.932467956931166,22
3088.6870848864787,auto,310.26663530481846,27.181870329429476,28
2756.8528347068896,manual,279.36859519310127,34.94496124315321,516
3840.8945732671477,auto,383.6316015421595,20.23394513446305,4
3176.503285280874,manual,310.6908413874533,28.997601034156244,129
2410.6710765125454,auto,240.76844131006666,32.865141395283956,152
3328.2403695581697,auto,333.20735525827575,25.85288998030291,18
2931.8458850399325,auto,291.16565075688703,30.683430785507618,67
3474.485660719525,auto,345.6185237984885,26.98372935568355,20
2871.959891583203,auto,287.56112985674247,33.01049135982976,116
2855.8268608946087,auto,290.3581910243524,30.49607515750467,66
2750.315714499947,auto,270.6569761007115,33.618073803154125,133
2938.892670463718,auto,290.2132253815522,27.895035426016353,40
3073.06050566701,auto,306.93903773121224,27.372772839581124,30
3461.240404920623,manual,338.8325717190699,31.324390101200866,180
2527.0973015613135,auto,252.04944808418196,31.97701124622918,123
3238.4818021433134,auto,325.01168846938566,25.237664523012462,16
3112.5975867445213,auto,309.485594213434,30.980266639506027,61
3242.786770576982,manual,320.6193556185711,29.86280930850711,132
2809.648100308738,auto,283.22491747706107,29.422773466136544,55
2903.3700539449837,manual,288.99035200452704,37.244422713054085,774
3844.684435020541,manual,383.5248317247849,24.904050532010352,44
3171.442161929136,auto,319.48989735147643,26.24217092661357,21
3516.7993620619945,auto,352.2361317948772,24.83908314882111,12
3414.3128590561632,auto,344.71514665892545,28.735319609428306,31
3193.163145118501,auto,318.60008429585326,27.03791976015007,26
3103.7843034502885,auto,312.21132568075086,29.18487520642727,43
3004.393230716914,manual,300.05849911563996,27.089884413980723,96
3550.1534239929347,auto,345.33114653123164,29.339860208617164,32
3155.1926934710846,auto,316.5350133178359,29.597602899811633,45
2616.6489683721366,auto,264.4805690741577,34.28946894047846,151
2973.978149012381,auto,294.0933203398205,26.934657115150475,29
2721.7705930503166,auto,277.43240138778077,28.765032869885182,51
3142.6513844405767,auto,317.00614075087805,28.723112793627493,34
2897.0363093164992,auto,288.54709850673015,29.548522194069,54
3425.809181778475,auto,337.5340100456191,25.205298870007255,16
3669.3454733572776,auto,365.36281406970505,21.281356398404302,6
3248.7590557311964,auto,320.623109417757,25.59677185287185,21
3600.646897290925,manual,362.6882836081436,34.023435470773464,298
2972.817917418407,auto,293.7084396226067,30.74845296720564,66
3542.488647817562,auto,361.1247180714354,26.605960520500368,17
3234.653949407385,auto,322.15037062037703,27.226614775848034,27
3137.5026190534313,auto,312.32707935277034,26.018034077851176,22
3247.3756366633734,manual,321.758527947851,33.467871053902904,313
2747.6290319441828,manual,274.6745254716366,32.30013099978397,294
3298.304007226731,auto,324.9628147175955,28.828246570726193,37
3510.174026168697,auto,349.80467346842096,26.17436768908668,17
3104.7301594182727,auto,312.05928220626475,27.949030048185506,33
3386.241295144268,auto,338.4668651812043,25.945677910839603,18
2735.8847306813304,auto,276.26243476668094,30.424616722615312,69
3556.3633620041064,auto,352.0056909794906,21.88766042435107,7
3449.2236775575757,auto,344.7910372367839,28.890680041770658,32
2816.9263909123233,auto,280.21385052746774,31.38176558352526,88
3225.0756659146623,auto,323.15424199273735,26.1982445639101,19
3163.952384062736,auto,322.84778353620686,27.84151362697903,29
2953.1155950163507,auto,293.2266986868114,31.55666100315172,78
3085.5649837471497,auto,307.983358533017,22.776350176405575,12
3370.5422324435785,manual,335.90967441945156,33.54864264412193,306
3379.0259116521115,manual,337.9077217202314,30.983864887763527,184
3078.035475735427,manual,308.2274274909272,35.30506398048688,431
3399.727932186964,manual,333.66421768826496,30.288127572252037,151
2833.9741136031002,manual,282.24925339276865,34.39453342660282,399
3294.772609488996,auto,331.9242455177317,27.799913068467724,28
2792.375024995303,manual,280.5707200159999,34.74887428588826,540
2609.8273263310316,auto,260.1689035979142,35.19974772467968,215
3299.458117632798,auto,329.3791096291004,32.084826065813054,70
3190.3571112489235,auto,322.2328172556121,27.55523339758101,27
2825.528216990607,auto,281.9087169132881,33.09016552528844,115
3091.6008454193543,manual,305.7871565338377,34.25899033192218,368
3155.5228952744815,auto,313.83100142203836,30.060402472186688,50
3323.22730838282,manual,334.07411423361134,28.575681200486883,109
2731.055008216537,auto,274.82298196232654,31.449118452360885,85
3719.537431304089,auto,374.5715867832142,29.200034379860323,24
3104.2984313217225,auto,315.09493864888856,27.853441374351654,33
3718.6515669295586,auto,378.87314898272456,31.5100823354649,40
3238.8249094614384,manual,324.1643060663258,31.75996359989838,224
2857.8803384378884,auto,290.30329495434773,31.124364307973487,72
2923.3958272695977,auto,294.04412582491176,26.648555854600616,27
3726.9879210952777,auto,369.38643562155613,23.886395689695824,9
3287.486420183486,auto,333.63464170777195,28.55516930540433,32
3614.264815841841,auto,357.38013760037313,26.33422925076437,17
2782.9752530856517,auto,279.1164683499869,28.244986888721574,45
3134.8783717674064,auto,316.46209706882865,24.0281966929443,14
3669.050446253379,auto,366.8267012675091,22.616698653326793,8
3137.143098304803,manual,315.7303193296839,33.04601678919541,289
3618.3994331312706,auto,361.76385074018054,21.30848031108576,6
2656.490029615319,auto,264.7597607731404,36.85533769097609,308
3560.097265952084,manual,361.86235267676125,30.64173789494333,138
2927.691209355996,auto,289.8910664576934,29.608769723252333,59
3557.4779987126612,manual,357.72115042435354,28.00650393584346,87
3238.6950170845867,manual,319.08350328667126,32.18429299771832,247
3607.5530211612863,auto,356.0332777467551,25.308975033901994,13
2843.3465754219555,manual,282.306107375182,34.710868321778776,445
3025.295016077681,auto,300.13047984992875,29.92047474077187,51
3116.6792488120136,auto,307.48118754457516,26.173291339305973,24
3142.711737544147,auto,313.30904151044206,27.131044850001874,28
3377.8680103653555,auto,334.0974372016369,29.065735496302025,34
3301.3358936169984,manual,326.2555081309098,28.733705487639273,112
3268.8566905023226,auto,327.7373423818828,22.8294754598735,11
2514.711269239996,auto,250.67219901787394,29.665923948070976,74
2722.499334098431,auto,271.6441090436925,28.49190466717944,53
3281.9629068724776,auto,326.407133115187,28.655389503057886,33
3404.898461889269,auto,338.6640569083117,24.504101155175963,13
2969.286385436758,auto,298.6348351662576,33.058119655144424,98
3457.582928953743,auto,349.72313139252753,24.869043888412772,13
3374.684685781347,auto,341.4380146377227,32.00087412190945,61
3349.037549078846,manual,334.2110727281473,32.72029712616875,241
2870.251975286742,auto,289.14543772194395,30.870681306961067,71
3771.8953104307175,auto,373.2443267066986,24.55793922662743,11
3055.094414782771,auto,301.8803226897146,29.32250098562797,47
3390.8004895895842,auto,337.7668446349645,26.374679821320303,19
2888.1839763852713,auto,288.47814904280045,24.471057314058513,19
3393.2141710731366,auto,336.2092662591123,22.098536182014186,9
3310.0526928694403,manual,332.1027918960069,36.64962858796919,550
3483.361159144918,manual,349.54535621840085,32.077004424417765,211
3212.191705484152,manual,326.4538968323463,31.937785850955493,226
3410.6211647421655,auto,336.8173553851405,26.650494280681258,21
3247.6397053745495,auto,322.3584360546882,27.9667643581794,30
3322.3856943149776,manual,328.0188970661171,30.981706503854824,179
3294.610799723927,auto,333.54572657594593,30.6415950839206,48
3291.8764842027203,auto,331.86275733449634,29.42124397877334,34
3280.4289080879207,auto,322.2437421161013,27.25003383274203,26
2720.9457175967545,auto,271.2207565019625,31.536301701097162,94
2834.0540301605793,auto,281.03628200997497,32.20180256634378,95
3309.1708950939683,auto,332.4863880494126,27.399683806547234,26
3323.720977515001,auto,329.28511523564043,24.500511076016828,14
3285.2880512703928,auto,324.0312262798968,27.065706493342223,25
3155.0234859564607,auto,312.78572198296126,30.351920519079563,51
2691.094535643921,auto,273.2305668631373,31.45175948091143,93
2654.3179176408166,auto,266.0474507130415,32.10771407932536,113
3295.32182848214,auto,325.1210253352904,31.598068714983725,63
3292.662113956074,auto,323.390153717589,28.970191560345995,35
3252.513528108723,auto,327.2411894313933,28.754766553359392,37
3496.372236418707,auto,351.5842442076262,25.381470953335487,15
3601.494481988282,auto,361.72250957976587,25.172642187330325,12
3430.6245811738636,auto,346.8596729244037,26.166869326812176,17
3436.5195197168405,auto,346.02219480585825,26.68311239825278,20
3382.920406359892,auto,337.64750902127213,29.379854931603067,36
2927.665555753786,auto,291.2873415487366,28.1912774348197,39
3336.096104247126,manual,330.49553483905225,31.363323130662884,202
2870.954828176766,manual,290.39355709695405,37.91688320668427,876
3058.0974585144054,auto,308.41258404926145,29.40561694903422,46
2683.97511660065,auto,273.8851498825944,35.77439092152688,204
2651.9077293770856,auto,268.4765192789812,29.690745888658746,63
3045.3668956855713,auto,302.1869551945444,26.19659491008504,25
3349.0280496741802,manual,335.7067078651636,30.195344263025945,140
2914.1950605405355,auto,290.8626706489299,27.60139708199787,38
3240.5269342139163,manual,325.98652652567836,28.210143970626262,100
3672.530614464617,auto,369.72683207468924,21.053843504850782,5
3365.6145947869522,manual,332.87018878423333,29.74011479044571,141
2703.698157278128,manual,271.0240385348583,35.71076628644313,589
2990.941149742238,auto,303.77339535615846,29.520816643296783,47
2968.5236511061644,auto,293.2660231230307,26.819586346441174,31
2962.9653333804436,auto,300.08314332249773,28.22567093758951,38
3178.3887218538907,manual,317.0072296225168,29.33173047519502,141
3034.8741154560457,auto,303.1974069777484,27.97755968658066,36
2996.143103652851,manual,296.28052935150276,36.82547401342176,702
3509.3179494120336,auto,348.71882182697726,29.493884609737492,33
3292.7021834798497,manual,330.1808288798634,32.974769063125855,262
3177.622848406664,manual,323.59243659939875,31.22427021935847,194
3273.30103675592,auto,331.34996424052514,26.68226167263494,21
3054.6621914370103,auto,306.9580675959108,28.05217783584237,35
3046.2709572640074,auto,305.1000347031201,27.464571789736528,33
3586.0558551842487,auto,370.2059536037033,22.691118133862826,8
3288.28249752994,auto,332.5117728788003,30.448805643004377,47
3060.9864780126068,manual,306.16041703194065,33.66670574796719,328
3614.7377658130217,manual,361.4596589523463,30.613800648940444,152
3300.3349950711154,auto,337.45158270315954,29.341660727139747,37
3580.427544548896,auto,358.9492820611508,25.791025300758438,14
2871.7431003949355,auto,288.9245242674451,31.566949448369083,84
2894.579456702105,auto,289.1539721422939,26.34446629712799,29
3354.337996840138,auto,335.328836058071,23.73126059802479,12
3250.880880781314,manual,326.56066315373295,32.55669075638858,260
3300.1357434106612,auto,332.98855600882973,24.15575785215057,13
3276.099036888344,auto,331.28696293603434,28.868134660818576,34
3028.4772723477017,auto,305.9840658646142,28.076038630486956,37
2933.088378069081,auto,290.1335275777658,27.394590651196975,35
2561.9017473493386,auto,255.7307981786449,29.456362871099522,73
2780.308210863704,auto,278.3774049959844,33.406337243387306,129
3038.429955997849,manual,299.1387192409536,31.677730669913082,232
3601.3100999873764,auto,362.0686631551509,20.7466238377838,5
3324.536294014895,manual,333.94873750142153,24.287436020750594,47
2767.3024697404126,manual,279.30900583737434,31.858577361805153,244
2707.9757049538744,auto,270.50487984737396,30.935653746176985,81
2672.231221703383,auto,264.03264935885807,31.56186301580878,92
3095.6157847278787,auto,308.85552462852615,31.850626295982963,75
3021.0060449313073,auto,306.22379342981014,30.957272917956352,63
2759.86877040345,manual,281.72452557798715,38.1390560726492,901
3142.454496286531,manual,314.4887111469403,25.818061916175814,68
3430.3141786850206,manual,340.33635976206784,29.85597397688709,135
3022.39963622378,auto,298.1182354597311,27.774889340431862,35
3100.331001954783,auto,306.5564852486323,29.763047316919554,48
3557.2649306662006,auto,354.7855739246113,23.247521548401657,9
3341.2311219006697,auto,335.6660394643719,25.527262995927646,17
3155.365400280756,auto,319.59253704632476,23.965245882241902,14
3156.058301689375,auto,316.0068404538197,28.65711549174098,35
3805.3912120264195,auto,378.28140251920166,24.072443770159307,9
3496.2533783387053,auto,343.32725030596714,28.146348297827096,27
2992.953861806658,auto,303.36300217743496,25.175991614338123,20
3546.5382315152738,auto,352.66596951633977,23.068083394909465,9
3304.0396258696037,auto,328.33347892331466,25.03410199826503,17
3414.758815974006,manual,337.57246414477754,31.457671020164383,193
2968.922747076765,auto,295.71803536162906,30.024604294116077,57
3180.539724635704,auto,318.2409155499715,26.018013955519443,23
2916.354001200117,auto,289.7142025019079,29.773461429971203,60
3759.8083762293572,auto,374.0595760534395,27.968532245315423,19
2878.2151398670976,auto,288.29664209529915,24.863218354705218,23
2727.277348904963,auto,276.32706369173127,35.128118013878876,187
3102.5321608814957,auto,303.4825316334027,26.283849366849875,24
3517.5255028425418,auto,355.6417468693905,22.422172174323233,7
2943.6524419377456,manual,294.65435630688285,30.241414598318745,181
2617.029994094704,auto,265.0057232149082,28.683442535556797,52
3261.1737553702724,auto,327.5244546398899,26.2162745334207,21
3450.248395843693,auto,345.60451776108124,26.056405244712806,17
3126.221085340832,auto,313.20743379364006,29.940029656371188,47
3006.505952189319,manual,296.96608126838464,34.79757102877378,423
3074.342587823526,auto,305.30086442415865,30.836084066060813,67
3261.9778059561313,auto,324.92902273143903,22.619896898235503,11
3600.3340172050202,auto,350.5972624208796,23.44925045479841,9
3600.7875249711446,manual,362.56183072209166,31.337920674526924,182
3464.985624500877,manual,347.8807918891834,32.85812441939959,252
2965.102147770345,manual,304.0371703157938,37.74230772451723,796
2831.2318023348976,auto,286.16006229747245,30.496391162049832,65
2619.2330014164436,auto,261.1209211836505,26.334848441786995,35
3160.9952016490884,manual,309.97755698700126,26.656251227334412,84
2992.610348717341,manual,298.32827360393156,31.521855221787856,229
3333.5790012993416,auto,338.85563088762956,30.428877883648116,43
2702.5919032935476,auto,268.29197194278635,28.0311065288532,43
2749.2131063510183,auto,277.7070130069707,34.99340394819278,180
3368.667988325469,auto,336.41182559349477,25.88839928875535,20
2706.198827936579,auto,270.6421924689473,29.458232788282817,62
2738.2798748393107,auto,275.71742205871436,30.56067434430177,77
3141.1811311025435,manual,316.67123160561624,35.27005901823117,427
3175.4711379129426,auto,316.6742680729081,26.653346936503453,26
3294.8151442840417,auto,326.26202947223845,26.80516611090935,23
2990.7921239703837,auto,294.52970178014516,26.31436995919033,27
3512.9249040637715,auto,348.96574718068564,26.238219144779343,17
2871.4898256592974,auto,287.1393830639777,29.558271370062315,53
3103.347890997417,auto,311.165766978531,28.6474463241823,40
3359.082312486042,auto,336.765623013971,29.5835988299064,36
3423.0665131518613,auto,342.3178285462417,25.95279377168704,17
3436.5027747597806,auto,343.80005481295893,24.57435450898417,12
3140.6895703678747,manual,315.7813378629114,29.42543511452098,136
3153.964409399567,auto,317.9259479552222,26.90781506862125,25
3367.724212579851,auto,334.19858610367373,29.465884004014853,38
2186.430840248058,manual,218.46406109413843,32.29913254662881,367
2656.0494448786476,auto,267.6249723290708,30.178328959039103,70
3670.0000825914967,manual,359.40404175549145,29.623026396346884,122
3175.990147571947,auto,320.8023343343735,28.584090738081642,32
3099.510430292392,auto,308.15586599972397,30.6609132951199,62
3139.9107783039067,manual,310.0562936189369,30.02848881058406,164
3141.2901992374036,auto,308.5830676472153,27.7275522006296,33
3361.2172743163183,manual,340.2402042535471,30.554223303626305,158
3287.191638985367,manual,328.89260942567745,33.13014675601016,264
2963.2444345110503,auto,293.4236512348552,29.604589741552743,54
2941.108311857531,manual,291.60804749475716,32.301294764441515,292
3471.459854570595,manual,344.00178063463557,31.687966293877253,206
3334.700867643821,auto,331.5737429338914,26.540022451791167,23
3191.797284977183,auto,319.6947351325694,30.43891269580008,50
2501.8224803665407,auto,252.66546820001088,36.98341943110386,308
3428.5543599829157,auto,343.1301997278465,26.196913567072215,18
3478.566528717098,auto,344.8388202220707,26.484843013080877,19
3282.435220285822,auto,325.022457584448,30.647050563375895,52
3121.8285973232837,auto,308.3744118632912,26.787612805259087,28
2706.4858485497634,auto,267.79831492471146,30.681897778073992,83
3118.0188584401353,auto,309.46198840876446,28.71354184014553,41
3696.2242713873834,manual,370.1126119510223,27.7478704919867,79
3053.772797166763,manual,307.4317599133383,31.851647582285757,229
2898.6192694848874,auto,286.20102370618446,26.54847529032717,32
3194.2117857325466,auto,320.1922809909099,26.666227999812975,24
2742.767993089209,auto,269.09454216650226,33.232015557215185,131
3544.1459041620715,auto,357.6853366722966,22.828513372255646,8
2975.248801866204,auto,293.9515429756337,33.650886346050086,118
3303.9528152167936,auto,333.14329894178513,27.332245285412473,23
3313.450200601272,auto,333.6019951007441,29.00925107486385,36
3639.051570595772,manual,359.07589407308575,31.95756496033924,200
3172.6624100164654,auto,318.68324421445897,31.679304416499175,68
2604.519739501472,manual,262.71537836428075,37.384539848975656,816
3471.332736370392,manual,345.1988017280439,30.523825063191374,155
3160.3137940420256,auto,314.80393284903954,22.260315678109666,10
2664.559594005661,auto,265.3753299483178,34.00977782287656,170
3271.0846214548224,manual,328.17335276513194,27.221791962838918,84
3257.093574507478,auto,329.8833187267319,29.951381873171186,43
3174.9377078801454,auto,317.90517986470394,27.650852636197634,30
3464.3047363594987,auto,348.5711303853706,26.957651859004468,21
3170.160237986692,auto,316.32580923708997,29.267461504305373,40
2777.438880281543,auto,279.0364641767339,25.93370830026687,28
3642.569841402647,auto,363.28291493600557,27.293028605142688,19
2787.977902515063,auto,277.75120211567935,33.07177208564451,118
3471.824939481664,auto,351.24204422129566,34.12809439397276,79
3266.7505167536838,auto,326.4521195451904,29.279077389129483,42
3250.640515026746,auto,320.82537254943725,27.057606490485735,26
3089.9841313684938,manual,310.3100227670095,31.61869390764743,227
2877.1490873514244,auto,283.5526044514821,30.838064399428077,71
3372.7427460439335,manual,335.4780941300462,28.7309547773377,106
2706.2647759389733,manual,273.86073237892305,36.45477984130503,632
2979.478543523434,auto,299.2763634719313,31.22541278971754,71
2997.615769703207,auto,302.8373139261795,31.330647307284437,70
3442.525319979541,manual,345.69321084958904,28.970540729003176,106
2846.3088734548614,auto,282.743493636679,30.288721245438126,68
2786.1266104280166,auto,278.6961349360344,30.98929145375172,75
2848.243511719969,auto,284.60615407638227,34.925907301305514,165
3504.165747216753,auto,351.56318777804245,26.14975298680113,17
2802.1961320277915,auto,282.10650082905164,34.45301319784666,167
3353.3363637980874,auto,332.9176997608866,26.006082981889207,18
3089.3793722407663,auto,307.02544861188227,29.300755627937246,43
3429.7250104404297,manual,338.54629576997274,30.465664090707374,157
3202.5158256564196,manual,322.2730346469399,31.441628948140767,193
3449.740944167285,manual,345.2624823203248,26.673499203467294,73
3214.690665400126,auto,323.790781329652,31.13856389689173,59
3331.5552491278395,auto,325.57909697254775,26.275030628322,20
3128.336286634186,auto,316.4883881677159,30.717543178872194,58
2908.524741839282,auto,285.00026372295537,31.52558757417782,84
3487.499491290027,manual,351.09342429315143,32.48618538975607,219
3242.6853481042554,auto,327.18483033452344,27.413271942802055,27
3424.284377084464,auto,344.9038202114154,27.523356665304764,23
3623.8605130138176,auto,359.8964943801589,24.8150501145734,12
3201.219291275171,manual,320.3396760778636,36.3697238852941,559
2995.0099796511536,auto,301.20044455115215,29.090650389306017,45
3374.9158181116786,auto,339.608444040434,23.36385792233239,10
3156.685099539413,auto,321.0020821446051,25.018002895107102,18
2991.8466363472153,auto,293.7929183441961,29.792612170805057,53
3253.458970331157,manual,324.00868489195705,29.535683980785848,139
2797.133148466091,auto,278.85677580229213,30.894568616406865,75
3070.3790577868026,auto,307.1026627965424,31.2824029997623,70
2970.507260099974,auto,297.81054973904213,31.858552286745358,80
2847.4765661585106,auto,284.7246329127284,31.22855320826421,80
3364.4410847132776,auto,338.36605270795854,28.195878465800803,30
2532.3608413006123,auto,253.83300343730036,33.684648236585545,176
3221.6906916164394,auto,318.61106913075434,24.65815275037329,17
3540.569890228311,manual,351.5221541264469,30.927426466510557,170
3288.1987636316344,auto,324.22110753027215,23.560164686738872,13
3005.6202084869533,manual,302.2722355841217,33.47301475783441,336
2758.8170685297823,manual,278.87710196920165,32.56501925066738,313
3020.5983156128964,auto,303.9963594097111,31.094563593896517,63
3276.5940238094363,auto,328.89001702051013,32.56276016382782,69
3353.8857866526664,auto,336.05724565188456,28.576496725391518,31
2741.1262062301535,auto,272.3021117969412,34.14201306013093,165
3832.9315780807256,auto,387.6153150396514,22.961176384131765,6
3325.873425401385,auto,330.5419686787659,22.15903462297433,9
3452.752639329607,manual,349.22582952872204,28.75880442250528,110
3177.1380692788384,auto,322.2070719809234,21.429667172119714,8
2968.897920041441,auto,297.3161086402825,31.140277285309203,71
2895.7088494538766,auto,287.2851730367372,30.878986125820617,72
3919.9173497932957,manual,396.69730410956635,26.590988473651706,59
2887.0455139905644,auto,289.1334933753674,26.26741519667273,30
2667.501620883077,auto,264.3868234957865,28.78887992110026,53
3690.2192331021097,manual,369.09684842379056,26.225604320305926,56
3376.786157901196,manual,333.7555208051246,33.94367022113607,336
